kepler_name,kepoi_name,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_impact,koi_depth,koi_steff,koi_slogg,koi_srad,koi_model_snr,Actual,Predicted,Probability
,K00592.01,39.7529915,4.9641,2.37,568.0,24.54,0.046,549.3,6072.0,4.411,1.01,40.9,CANDIDATE,CONFIRMED,0.56
Kepler-1537 b,K03984.01,1.44445234,0.9753,2.03,1800.0,2479.44,0.162,200.7,5305.0,4.088,1.449,20.9,CONFIRMED,CONFIRMED,0.56
,K03078.01,2.98618134,2.969,1.16,1356.0,798.35,0.249,122.9,6173.0,4.447,1.041,12.0,CANDIDATE,CANDIDATE,0.555
Kepler-275 d,K01198.03,35.6757453,7.381,3.02,671.0,47.96,0.61,471.2,6157.0,4.224,1.33,18.5,CONFIRMED,CONFIRMED,0.555
,K07832.01,3.6092231,2.8,0.68,1192.0,477.0,0.364,52.4,6032.0,4.508,0.929,4.4,CANDIDATE,CANDIDATE,0.555
,K00604.01,8.254912972,6.8822,11.86,793.0,93.46,0.532,19242.0,5366.0,4.5,0.835,438.2,FALSE POSITIVE,CONFIRMED,0.555
,K03040.01,4.8099878,1.97,1.59,1077.0,317.8,0.2,288.2,5988.0,4.507,0.934,13.6,CANDIDATE,CANDIDATE,0.555
Kepler-107 d,K00117.04,7.95825328,4.377,1.06,1074.0,314.15,0.706,50.0,5847.0,4.191,1.402,14.7,CONFIRMED,CANDIDATE,0.555
,K07319.01,17.1677675,2.975,0.97,370.0,4.43,0.4828,335.1,3761.0,4.724,0.526,7.4,CANDIDATE,CANDIDATE,0.555
,K01281.01,49.4781446,2.493,1.88,462.0,10.73,0.048,496.6,5776.0,4.554,0.849,20.4,CANDIDATE,CONFIRMED,0.555
,K02958.01,31.6084371,3.675,1.89,634.0,38.1,0.022,331.6,6341.0,4.446,1.033,16.2,CANDIDATE,CONFIRMED,0.555
Kepler-1078 b,K02063.01,3.00725068,4.4302,1.56,1122.0,373.99,0.897,285.8,5667.0,4.587,0.781,30.0,CONFIRMED,CONFIRMED,0.555
,K00489.02,8.874603,2.88,1.24,1070.0,309.5,0.1897,93.3,6517.0,4.349,1.278,5.4,FALSE POSITIVE,CANDIDATE,0.555
Kepler-283 c,K01298.02,92.7495777,5.506,1.87,240.0,0.78,0.019,1105.1,4141.0,4.684,0.582,18.0,CONFIRMED,CONFIRMED,0.555
,K04140.01,205.30627,7.86,2.48,314.0,2.29,0.1543,671.0,6045.0,4.494,0.955,6.4,FALSE POSITIVE,CANDIDATE,0.55
Kepler-714 b,K00890.01,8.09888906,4.20241,8.95,986.0,223.19,0.018,6911.1,6214.0,4.442,1.076,435.9,CONFIRMED,CONFIRMED,0.55
Kepler-815 b,K01314.01,8.57504983,8.653,4.26,1374.0,841.68,0.129,160.6,4986.0,3.462,3.464,36.9,CONFIRMED,CONFIRMED,0.55
,K00559.01,4.33144839,2.58,1.07,939.0,183.62,0.291,216.4,5344.0,4.55,0.728,17.3,FALSE POSITIVE,CONFIRMED,0.55
Kepler-1507 b,K03465.01,16.0505464,3.171,0.81,630.0,37.12,0.135,94.4,5428.0,4.563,0.853,14.6,CONFIRMED,CONFIRMED,0.55
,K03900.01,359.102042,16.949,28.76,290.0,1.67,1.201,1102.9,6355.0,4.41,1.108,26.5,FALSE POSITIVE,CANDIDATE,0.55
Kepler-278 c,K01221.02,51.0771048,11.233,3.66,702.0,57.28,0.498,141.5,5010.0,3.62,3.051,24.1,CONFIRMED,CONFIRMED,0.55
,K04476.01,1.540379557,2.026,0.81,1581.0,1481.09,0.329,76.9,5812.0,4.408,0.914,14.6,FALSE POSITIVE,CANDIDATE,0.55
,K02330.01,2.4681015,2.83,1.22,1244.0,564.74,0.689,172.8,5516.0,4.466,0.872,22.1,FALSE POSITIVE,CONFIRMED,0.55
Kepler-1562 b,K04189.01,64.2729088,12.136,5.38,554.0,22.31,0.908,1213.9,6341.0,4.278,1.299,27.4,CONFIRMED,CONFIRMED,0.55
Kepler-393 c,K02595.02,14.6134781,5.266,1.12,901.0,155.87,0.086,72.8,6194.0,4.242,1.314,15.2,CONFIRMED,CONFIRMED,0.545
,K07051.01,0.772803664,1.368,1.11,1365.0,826.03,0.199,290.2,4535.0,4.607,0.668,8.5,FALSE POSITIVE,CANDIDATE,0.545
,K04341.01,10.778313,5.256,1.25,1067.0,306.18,0.591,90.7,6726.0,4.262,1.258,12.5,CANDIDATE,CANDIDATE,0.545
,K07913.01,24.2783801,4.564,2.03,432.0,8.27,0.717,714.4,4450.0,4.583,0.707,13.6,FALSE POSITIVE,CONFIRMED,0.545
Kepler-1297 b,K02628.01,1.68189051,2.992,1.27,1790.0,2432.14,0.415,83.2,5827.0,4.191,1.374,17.4,CONFIRMED,CONFIRMED,0.545
,K06132.01,33.3200908,6.5265,13.0,750.0,74.79,0.069,6186.9,6264.0,4.133,1.651,84.5,CANDIDATE,CONFIRMED,0.545
Kepler-1092 b,K02097.01,58.601926,5.522,2.06,508.0,15.8,0.392,396.4,6250.0,4.44,1.019,19.1,CONFIRMED,CONFIRMED,0.545
,K04822.01,3.51413723,3.919,0.69,1267.0,609.04,0.9353,32.7,6201.0,4.472,0.989,11.2,CANDIDATE,CANDIDATE,0.545
Kepler-1251 b,K02482.01,45.0909201,4.605,2.44,487.0,13.27,0.957,436.3,5790.0,4.528,0.9,14.1,CONFIRMED,CANDIDATE,0.545
,K07359.01,4.237447181,0.3792,2.26,1172.0,446.38,0.187,350.1,5993.0,4.425,0.993,11.1,CANDIDATE,CANDIDATE,0.545
Kepler-163 b,K00471.02,7.81100952,3.231,1.36,906.0,159.24,0.816,126.7,5395.0,4.324,1.071,15.8,CONFIRMED,CONFIRMED,0.545
Kepler-1365 c,K02838.02,4.77466043,3.804,0.81,1137.0,395.06,0.03,54.3,5727.0,4.328,1.104,15.5,CONFIRMED,CONFIRMED,0.545
,K06637.01,0.905672916,1.0,0.76,1468.0,1096.04,0.033,110.4,4949.0,4.552,0.741,12.1,FALSE POSITIVE,CANDIDATE,0.545
,K04945.01,45.5827119,3.193,2.42,957.0,198.31,0.253,76.5,7266.0,3.828,2.715,9.6,FALSE POSITIVE,CANDIDATE,0.54
Kepler-712 c,K00881.02,226.8904775,7.558,4.53,236.0,0.73,0.731,3136.4,5067.0,4.585,0.75,46.8,CONFIRMED,CANDIDATE,0.54
,K01484.01,3.47021401,2.289,2.4,933.0,179.02,0.076,1105.2,4922.0,4.555,0.744,8.3,FALSE POSITIVE,CANDIDATE,0.54
,K01119.02,13.55480534,2.288,0.62,679.0,50.41,0.497,48.3,5370.0,4.494,0.874,16.5,FALSE POSITIVE,CONFIRMED,0.54
,K03285.01,45.3965379,3.826,1.97,326.0,2.66,0.085,1001.6,4266.0,4.626,0.643,15.3,FALSE POSITIVE,CANDIDATE,0.54
Kepler-610 c,K00581.02,151.863949,8.577,2.41,318.0,2.43,0.016,747.0,5713.0,4.541,0.893,22.5,CONFIRMED,CONFIRMED,0.54
Kepler-58 d,K01336.03,40.1015561,5.246,2.92,583.0,27.31,0.868,550.0,6100.0,4.376,1.083,19.0,CONFIRMED,CONFIRMED,0.54
Kepler-299 e,K01432.04,38.2856338,6.512,1.77,534.0,19.24,0.115,322.8,5616.0,4.394,0.999,15.0,CONFIRMED,CANDIDATE,0.54
Kepler-1195 b,K02337.01,8.49640437,2.2128,2.14,702.0,57.43,0.628,834.0,5093.0,4.586,0.709,21.8,CONFIRMED,CONFIRMED,0.54
Kepler-1510 b,K03484.01,84.704139,10.393,4.17,537.0,19.59,0.01,655.7,6085.0,4.115,1.634,17.0,CONFIRMED,CONFIRMED,0.54
Kepler-1509 b,K03470.02,25.4337864,6.514,2.0,667.0,46.8,0.232,302.0,5806.0,4.321,1.158,14.3,CONFIRMED,CANDIDATE,0.54
,K02656.01,6.77367892,3.579,1.33,1083.0,324.84,0.228,150.7,6392.0,4.425,1.072,15.1,CANDIDATE,CONFIRMED,0.54
,K05815.01,207.767894,5.21,3.52,379.0,4.85,0.6973,320.6,5210.0,3.894,1.849,7.7,CANDIDATE,CANDIDATE,0.535
,K04466.01,154.674369,9.35,2.29,371.0,4.47,0.777,435.8,6338.0,4.449,1.002,13.5,CANDIDATE,CANDIDATE,0.535
Kepler-952 b,K01790.01,130.3543929,6.474,7.7,369.0,4.36,0.675,5128.7,5970.0,4.463,1.015,103.7,CONFIRMED,CONFIRMED,0.535
,K05921.01,175.452812,2.734,3.96,591.0,28.77,0.1526,141.8,6184.0,3.58,3.304,6.1,FALSE POSITIVE,CANDIDATE,0.535
,K03313.01,34.9524256,1.717,21.74,429.0,8.02,1.225,677.0,4921.0,4.591,0.779,15.8,CANDIDATE,CANDIDATE,0.535
,K01705.01,20.4998763,6.501,2.8,731.0,67.67,0.943,437.8,6249.0,4.428,1.076,21.1,CANDIDATE,CONFIRMED,0.535
,K03491.01,89.3313828,11.919,8.02,558.0,22.89,0.899,2177.6,6860.0,4.233,1.467,169.5,FALSE POSITIVE,CANDIDATE,0.535
,K02802.01,3.84822189,2.013,1.72,1283.0,641.53,0.368,203.9,5927.0,4.323,1.193,17.6,CANDIDATE,CONFIRMED,0.535
,K07940.01,188.881049,1.49,1.86,330.0,2.79,0.504,325.8,6077.0,4.471,0.999,12.9,CANDIDATE,CANDIDATE,0.53
Kepler-1190 b,K02318.01,10.45839865,3.154,1.25,609.0,32.45,0.009,306.8,4641.0,4.557,0.747,18.6,CONFIRMED,CONFIRMED,0.53
,K04187.01,7.07162308,2.587,1.42,1162.0,431.05,0.331,123.0,6313.0,4.24,1.259,16.9,FALSE POSITIVE,CONFIRMED,0.53
,K07935.01,350.65158,7.976,1.31,243.0,0.83,0.004,248.1,5882.0,4.56,0.833,8.2,FALSE POSITIVE,CANDIDATE,0.53
,K02480.01,0.66682654,0.7847,1.49,1183.0,461.55,0.856,511.6,3993.0,4.696,0.554,33.4,CANDIDATE,CONFIRMED,0.53
Kepler-957 b,K01804.01,5.90741476,1.016,5.1,769.0,82.73,0.177,5569.0,4963.0,4.585,0.69,7.2,CONFIRMED,CANDIDATE,0.53
,K01353.03,330.071558,4.295,2.94,286.0,1.58,0.681,616.7,5933.0,4.342,1.115,10.6,CANDIDATE,CANDIDATE,0.53
,K08278.01,172.280975,12.24,1.6,301.0,1.95,0.602,313.8,5659.0,4.538,0.869,10.2,FALSE POSITIVE,CANDIDATE,0.525
,K02162.02,199.66876,8.996,1.45,305.0,2.06,0.046,251.9,5678.0,4.409,0.921,13.9,CANDIDATE,CANDIDATE,0.525
,K07919.01,31.97280045,4.9,5.88,626.0,36.33,0.935,2236.4,6340.0,4.457,1.01,44.8,FALSE POSITIVE,CANDIDATE,0.525
Kepler-1326 b,K02728.01,42.3520039,7.773,6.3,938.0,182.91,0.659,512.6,6864.0,3.783,2.632,30.5,CONFIRMED,CONFIRMED,0.525
Kepler-325 c,K01832.02,12.76220558,2.0688,3.18,721.0,63.86,0.955,653.8,5445.0,4.458,0.937,17.4,CONFIRMED,CANDIDATE,0.525
,K04699.01,3.07714195,3.571,1.08,1493.0,1175.0,0.983,34.2,6108.0,4.251,1.336,9.9,CANDIDATE,CANDIDATE,0.525
,K04302.01,5.53312006,3.486,1.05,1303.0,680.77,0.299,53.1,6170.0,4.15,1.425,13.4,CANDIDATE,CANDIDATE,0.525
Kepler-754 b,K01031.01,14.5598556,5.624,1.64,758.0,78.26,0.026,290.6,5959.0,4.46,0.966,15.6,CONFIRMED,CONFIRMED,0.525
Kepler-1585 b,K04300.01,3.58273837,1.523,1.64,1064.0,302.74,0.143,360.5,5448.0,4.517,0.872,11.6,CONFIRMED,CANDIDATE,0.525
,K07377.01,2.161583501,4.0537,29.61,1646.0,1741.01,0.715,50163.0,5888.0,4.167,1.219,239.2,FALSE POSITIVE,CANDIDATE,0.525
,K03450.01,31.9730649,8.872,1.09,530.0,18.59,0.716,158.6,5811.0,4.571,0.811,15.6,FALSE POSITIVE,CANDIDATE,0.525
,K00089.02,207.5829306,7.0686,4.52,453.0,9.97,0.84,505.1,6688.0,4.062,1.79,70.0,CANDIDATE,CANDIDATE,0.525
,K05661.01,229.86928,12.91,9.57,466.0,11.15,0.049,1659.0,6065.0,3.763,2.344,10.6,FALSE POSITIVE,CANDIDATE,0.525
,K03329.01,12.6878176,4.262,2.16,851.0,123.89,0.921,293.0,6258.0,4.442,1.046,13.5,CANDIDATE,CANDIDATE,0.525
,K04586.01,75.2116373,3.203,2.83,516.0,16.78,0.058,362.6,5818.0,4.165,1.5,13.1,CANDIDATE,CANDIDATE,0.525
,K01781.03,58.0198583,5.348,3.46,354.0,3.7,0.951,1286.6,4920.0,4.62,0.72,66.0,CANDIDATE,CANDIDATE,0.525
,K02851.01,3.42064689,1.767,2.27,1129.0,382.68,0.92,356.8,5370.0,4.411,0.966,13.9,CANDIDATE,CANDIDATE,0.525
Kepler-1306 b,K02655.01,16.2959916,2.116,1.83,678.0,49.81,0.213,369.6,5495.0,4.442,0.961,15.7,CONFIRMED,CANDIDATE,0.525
Kepler-1473 b,K03346.01,14.42735088,4.857,1.53,783.0,88.9,0.977,117.0,5929.0,4.403,1.04,21.5,CONFIRMED,CANDIDATE,0.525
,K07953.01,432.96905,20.76,1.43,219.0,0.55,0.4,257.9,5580.0,4.538,0.886,8.1,CANDIDATE,CANDIDATE,0.52
Kepler-106 d,K00116.04,23.9800854,5.351,1.31,649.0,41.94,0.95,104.0,5854.0,4.406,1.012,17.1,CONFIRMED,CONFIRMED,0.52
,K07674.01,25.9528725,12.434,1.53,697.0,55.82,0.741,164.1,6370.0,4.41,1.106,16.9,FALSE POSITIVE,CANDIDATE,0.52
Kepler-346 b,K01978.01,6.51112385,1.6919,3.09,1008.0,243.67,0.882,695.1,6032.0,4.465,1.001,38.4,CONFIRMED,CANDIDATE,0.52
,K01541.01,2.379282197,3.1729,25.74,1571.0,1442.19,0.003,48434.0,6392.0,4.399,1.162,538.0,CANDIDATE,CANDIDATE,0.52
Kepler-52 c,K00775.01,16.38489988,3.0249,2.0,433.0,8.35,0.001,1127.1,4126.0,4.661,0.615,28.9,CONFIRMED,CONFIRMED,0.52
,K06697.01,82.97062172,8.22,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,CANDIDATE,CANDIDATE,0.52
Kepler-1236 b,K02432.01,31.0572947,3.401,1.85,480.0,12.57,0.335,636.6,5395.0,4.615,0.734,15.8,CONFIRMED,CANDIDATE,0.52
Kepler-1261 b,K02497.01,48.4313003,4.03,2.78,396.0,5.81,0.846,886.4,4891.0,4.516,0.805,17.3,CONFIRMED,CONFIRMED,0.52
,K03431.01,19.6001405,8.613,2.08,676.0,49.23,0.971,282.0,6003.0,4.507,0.932,19.7,FALSE POSITIVE,CANDIDATE,0.52
,K03814.01,5.95077813,5.6,32.26,2366.0,7394.55,0.881,761.8,5122.0,2.886,9.828,71.9,FALSE POSITIVE,CANDIDATE,0.52
,K04293.01,4.206109,5.16,0.91,999.0,235.01,0.607,120.0,5480.0,4.522,0.802,11.9,FALSE POSITIVE,CANDIDATE,0.515
,K06365.01,2.344138713,0.4495,2.43,1797.0,2469.65,0.104,110.8,5313.0,3.835,2.095,8.6,FALSE POSITIVE,CANDIDATE,0.515
Kepler-1437 b,K03131.01,10.9294815,5.893,1.21,770.0,83.14,0.197,196.9,5792.0,4.547,0.864,14.3,CONFIRMED,CONFIRMED,0.515
,K00593.03,51.0674355,4.374,2.44,499.0,14.69,0.482,597.5,6004.0,4.484,0.977,18.7,CANDIDATE,CANDIDATE,0.515
Kepler-444 b,K03158.01,3.60011712,2.396,0.5,938.0,182.81,0.025,50.2,5051.0,4.562,0.721,21.6,CONFIRMED,CONFIRMED,0.515
,K04381.01,8.4805019,8.345,1.26,781.0,87.82,0.972,164.9,5555.0,4.554,0.737,11.0,FALSE POSITIVE,CANDIDATE,0.515
Kepler-264 b,K01001.01,40.8065333,13.135,3.71,772.0,83.75,0.016,313.9,6207.0,3.963,2.097,54.8,CONFIRMED,CONFIRMED,0.515
,K05772.01,75.636309,2.588,1.32,447.0,9.45,0.2749,174.6,6072.0,4.467,0.994,6.0,CANDIDATE,CANDIDATE,0.515
,K04025.01,0.974479091,1.866,1.19,1513.0,1239.32,0.224,221.2,5043.0,4.502,0.819,25.3,FALSE POSITIVE,CONFIRMED,0.515
,K04233.01,409.2452,13.06,2.1,244.0,0.84,0.0176,531.2,5910.0,4.466,0.911,12.8,FALSE POSITIVE,CANDIDATE,0.515
Kepler-524 c,K00330.02,1.88899036,3.486,0.83,1574.0,1449.92,0.011,59.0,5973.0,4.386,1.081,18.2,CONFIRMED,CONFIRMED,0.515
Kepler-236 b,K00817.02,8.29561738,1.3421,1.82,469.0,11.39,0.888,824.3,3747.0,4.728,0.524,17.9,CONFIRMED,CANDIDATE,0.515
,K02942.01,13.84301228,4.077,1.98,699.0,56.45,0.052,567.8,5745.0,4.559,0.837,17.5,CANDIDATE,CONFIRMED,0.51
,K05705.01,95.254421,3.379,2.2,413.0,6.89,0.3116,465.4,6063.0,4.476,1.012,6.1,FALSE POSITIVE,CANDIDATE,0.51
Kepler-172 e,K00510.04,35.1184432,4.59,3.26,550.0,21.57,0.958,542.4,5527.0,4.376,1.054,20.4,CONFIRMED,CONFIRMED,0.51
,K05325.01,63.024229,5.77,1.5,424.0,7.66,0.0223,294.6,5691.0,4.544,0.887,6.1,FALSE POSITIVE,CANDIDATE,0.51
,K03985.01,3.55653637,8.7,1.7,1272.0,619.57,0.712,202.5,5950.0,4.395,1.114,23.1,FALSE POSITIVE,CONFIRMED,0.51
,K01639.02,9.9824036,1.09,1.17,966.0,205.65,0.8093,83.9,6273.0,4.364,1.139,5.4,CANDIDATE,CANDIDATE,0.51
,K07015.01,2.44200193,3.146,0.95,1217.0,518.48,0.124,128.6,5587.0,4.556,0.851,9.6,FALSE POSITIVE,CANDIDATE,0.51
Kepler-727 b,K00922.01,5.15448142,3.228,2.94,964.0,204.1,0.933,697.5,5431.0,4.457,0.884,48.1,CONFIRMED,CONFIRMED,0.51
,K08241.01,490.63941,16.5,7.67,412.0,6.84,0.015,268.8,5037.0,3.252,4.817,9.6,CANDIDATE,CANDIDATE,0.51
,K04391.01,49.4746966,10.46,1.62,498.0,14.5,0.491,291.0,5952.0,4.475,0.928,17.2,CANDIDATE,CONFIRMED,0.51
,K08236.01,595.78152,15.97,1.18,245.0,0.85,0.164,84.9,5618.0,4.155,1.288,10.6,FALSE POSITIVE,CANDIDATE,0.51
,K04451.01,8.8303681,3.426,1.32,676.0,49.36,0.746,296.2,5051.0,4.628,0.706,10.9,CANDIDATE,CANDIDATE,0.51
Kepler-339 d,K01931.02,10.55840479,3.366,1.41,796.0,94.94,0.31,194.2,5353.0,4.358,1.023,14.6,CONFIRMED,CONFIRMED,0.51
,K07942.01,25.3428696,1.51,1.85,706.0,58.81,0.554,230.5,6311.0,4.398,1.172,7.5,FALSE POSITIVE,CANDIDATE,0.505
,K01608.03,232.040326,12.235,2.05,327.0,2.71,0.61,290.8,5903.0,4.3,1.156,15.2,CANDIDATE,CANDIDATE,0.505
,K08148.01,303.91225,15.37,1.97,242.0,0.81,0.504,479.5,5412.0,4.513,0.887,12.4,FALSE POSITIVE,CANDIDATE,0.505
,K06262.01,0.673141323,0.921,1.29,1834.0,2675.15,0.1065,229.5,5461.0,4.552,0.858,10.5,CANDIDATE,CANDIDATE,0.505
Kepler-1491 b,K03410.01,16.5860329,7.043,2.09,821.0,107.25,0.167,231.3,5626.0,4.149,1.389,14.6,CONFIRMED,CONFIRMED,0.505
,K01192.02,359.047933,16.637,7.76,260.0,1.08,0.002,5622.7,5609.0,4.346,1.048,91.1,FALSE POSITIVE,CANDIDATE,0.505
,K04385.01,7.298142,3.024,1.6,786.0,90.04,0.411,370.5,5119.0,4.508,0.834,13.6,CANDIDATE,CONFIRMED,0.505
,K06217.01,7.7016694,10.898,4.44,1627.0,1656.27,0.01,155.7,5174.0,3.228,3.608,17.8,CANDIDATE,CONFIRMED,0.505
,K05318.01,13.4256161,11.781,1.66,987.0,224.45,0.5971,142.3,6686.0,4.283,1.332,12.5,FALSE POSITIVE,CANDIDATE,0.505
,K05301.01,42.02646,2.553,1.5,561.0,23.47,0.7156,190.0,6158.0,4.431,1.016,6.0,FALSE POSITIVE,CANDIDATE,0.505
Kepler-434 b,K00614.01,12.874712426,2.2491,11.26,926.0,173.5,0.932,3860.7,5963.0,4.218,1.424,218.5,CONFIRMED,CANDIDATE,0.505
,K03748.02,2.02487934,1.621,1.0,1284.0,643.17,0.3797,145.8,5440.0,4.496,0.825,7.7,FALSE POSITIVE,CANDIDATE,0.505
,K05578.01,388.048463,3.456,3.0,376.0,4.71,0.1973,149.6,5779.0,3.765,2.46,8.3,CANDIDATE,CANDIDATE,0.505
,K03070.01,5.07538255,1.7,1.74,1154.0,419.23,0.919,163.1,5933.0,4.334,1.118,16.0,FALSE POSITIVE,CONFIRMED,0.505
,K01663.01,11.76921923,3.219,3.12,868.0,134.04,0.964,519.3,6215.0,4.44,1.052,27.4,FALSE POSITIVE,CONFIRMED,0.5
,K03018.01,45.1178526,3.737,2.78,517.0,16.87,0.97,389.2,5585.0,4.339,1.038,17.3,FALSE POSITIVE,CONFIRMED,0.5
,K03408.01,65.427645,9.404,1.65,453.0,9.94,0.004,319.0,6014.0,4.504,0.926,15.6,CANDIDATE,CANDIDATE,0.5
,K07954.01,372.15035,21.23,1.74,232.0,0.69,0.259,457.4,5769.0,4.57,0.812,12.3,CANDIDATE,CANDIDATE,0.5
,K05605.01,9.011888,4.167,7.04,1105.0,351.97,0.948,987.6,5627.0,4.002,1.735,15.5,CANDIDATE,CANDIDATE,0.5
Kepler-1650 b,K01702.01,1.538180949,1.2635,1.0,602.0,30.85,0.932,841.0,3364.0,4.978,0.274,47.7,CONFIRMED,CONFIRMED,0.5
,K00612.03,122.0804953,4.054,2.92,297.0,1.83,0.957,799.9,5132.0,4.571,0.77,23.3,CANDIDATE,CANDIDATE,0.5
,K05212.01,426.34444,14.139,1.33,314.0,2.29,0.032,90.2,6395.0,4.17,1.394,9.7,FALSE POSITIVE,CANDIDATE,0.5
Kepler-179 c,K00534.01,6.400157105,2.0004,2.52,810.0,101.72,0.898,743.2,5299.0,4.597,0.766,49.1,CONFIRMED,CONFIRMED,0.495
,K02676.01,195.613824,23.777,10.65,467.0,11.24,0.891,1651.9,5970.0,3.835,2.229,102.7,FALSE POSITIVE,CANDIDATE,0.495
Kepler-1511 b,K03496.01,23.2385587,8.432,2.18,903.0,157.09,0.355,161.2,6602.0,4.108,1.685,15.5,CONFIRMED,CANDIDATE,0.495
,K04388.02,61.858947,21.32,2.47,699.0,56.48,0.621,70.8,5529.0,3.685,2.817,9.1,CANDIDATE,CANDIDATE,0.495
Kepler-57 b,K01270.01,5.729317577,1.1816,2.41,850.0,123.03,0.597,865.4,5320.0,4.589,0.786,59.0,CONFIRMED,CANDIDATE,0.495
,K04428.01,13.00291716,3.058,1.28,710.0,60.11,0.701,225.3,5796.0,4.575,0.8,14.0,CANDIDATE,CANDIDATE,0.495
Kepler-1406 b,K03002.01,11.62904159,2.97,1.31,854.0,125.89,0.925,88.0,5721.0,4.307,1.131,13.7,CONFIRMED,CONFIRMED,0.495
,K00929.02,2.85188338,2.666,1.23,1398.0,903.77,0.578,114.9,6123.0,4.413,1.107,10.1,CANDIDATE,CANDIDATE,0.49
,K04128.01,143.196381,10.424,6.64,380.0,4.95,1.017,618.1,6007.0,4.333,1.06,17.4,FALSE POSITIVE,CANDIDATE,0.49
,K05237.01,380.39474,10.775,1.84,224.0,0.6,0.1094,603.0,5772.0,4.608,0.745,8.6,CANDIDATE,CANDIDATE,0.49
,K03035.01,21.3419702,10.73,2.39,878.0,105.86,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.49
,K03726.01,115.9943364,2.4136,13.66,265.0,1.16,0.028,37571.0,4530.0,4.566,0.735,102.4,FALSE POSITIVE,CANDIDATE,0.49
Kepler-24 d,K01102.04,4.24439049,3.282,2.07,1305.0,686.99,0.949,174.0,5896.0,4.197,1.24,15.1,CONFIRMED,CONFIRMED,0.49
Kepler-282 b,K01278.03,9.2207691,4.907,1.02,817.0,105.63,0.037,140.0,5600.0,4.455,0.872,13.2,CONFIRMED,CONFIRMED,0.49
,K02914.01,21.1181653,9.734,2.89,1110.0,359.11,0.675,112.7,6461.0,3.779,2.566,26.3,CANDIDATE,CANDIDATE,0.49
Kepler-1061 b,K02026.01,2.757977384,2.1489,1.69,1332.0,744.97,0.875,211.0,5919.0,4.435,1.0,22.5,CONFIRMED,CONFIRMED,0.49
Kepler-785 b,K01176.01,1.97376085,1.82542,8.78,753.0,76.1,0.337,30222.0,3807.0,4.762,0.503,1252.5,CONFIRMED,CONFIRMED,0.485
,K05191.01,37.078668,4.403,0.8,419.0,7.27,0.5101,147.4,5120.0,4.628,0.65,6.9,FALSE POSITIVE,CANDIDATE,0.485
,K03072.01,24.3367026,2.539,1.95,526.0,18.07,0.577,551.1,5141.0,4.505,0.806,13.4,FALSE POSITIVE,CANDIDATE,0.485
,K02636.02,5.1777226,8.275,0.63,1050.0,287.44,0.025,41.7,5854.0,4.469,0.979,6.1,CANDIDATE,CANDIDATE,0.485
Kepler-1265 b,K02520.01,6.49441464,2.344,1.75,732.0,68.05,0.911,357.3,4769.0,4.557,0.742,17.7,CONFIRMED,CANDIDATE,0.485
Kepler-1103 b,K02109.01,19.7919389,3.787,2.58,736.0,69.48,0.954,383.7,6285.0,4.441,1.039,22.8,CONFIRMED,CONFIRMED,0.485
Kepler-1430 b,K03113.01,2.46050095,1.861,1.03,969.0,208.54,0.052,276.8,4811.0,4.626,0.634,16.7,CONFIRMED,CONFIRMED,0.485
,K04729.01,3.74779583,3.157,1.06,1324.0,725.94,0.39,88.5,6341.0,4.409,1.111,14.4,FALSE POSITIVE,CONFIRMED,0.48
Kepler-1282 b,K02586.01,2.131945045,1.8061,1.66,1418.0,955.16,0.209,269.4,5845.0,4.469,1.013,22.9,CONFIRMED,CONFIRMED,0.48
Kepler-1178 b,K02298.02,31.8055128,3.979,0.63,378.0,4.84,0.476,141.7,4729.0,4.726,0.525,10.9,CONFIRMED,CANDIDATE,0.48
,K03292.01,42.3991752,7.251,3.23,580.0,26.75,0.965,484.0,6133.0,4.37,1.121,36.9,FALSE POSITIVE,CONFIRMED,0.48
,K03318.01,13.8353959,4.961,3.78,809.0,101.05,0.94,818.0,6020.0,4.403,1.057,10.3,CANDIDATE,CANDIDATE,0.48
Kepler-342 c,K01955.04,26.2347447,3.536,2.76,754.0,76.31,0.985,196.5,6297.0,4.26,1.369,22.0,CONFIRMED,CANDIDATE,0.48
Kepler-167 e,K00490.02,1071.232624,16.1784,9.27,129.0,0.07,0.216,19046.0,4799.0,4.631,0.692,544.2,CONFIRMED,CANDIDATE,0.48
Kepler-1490 b,K03407.01,92.436978,6.432,2.89,348.0,3.46,0.943,955.2,5595.0,4.606,0.741,17.8,CONFIRMED,CANDIDATE,0.475
Kepler-124 d,K00241.02,30.9505927,5.394,1.51,428.0,7.91,0.958,301.4,4983.0,4.66,0.651,23.2,CONFIRMED,CANDIDATE,0.475
Kepler-221 b,K00720.04,2.79590004,2.056,1.66,1090.0,333.31,0.638,383.7,5244.0,4.538,0.81,16.3,CONFIRMED,CONFIRMED,0.475
Kepler-138 b,K00314.03,10.31282204,2.0138,0.59,443.0,9.07,0.061,137.6,3846.0,4.738,0.503,22.0,CONFIRMED,CONFIRMED,0.475
,K02597.03,5.61357653,2.905,1.41,1165.0,435.61,0.119,162.3,6398.0,4.411,1.101,15.2,CANDIDATE,CONFIRMED,0.475
